Duplicate_Meeting_Flag,CTERM_TERM_CD,Term,Acad_Year,Class_Subject_Code,Class_Catalog_NBR,Class_Section,Short_Class_Description,Course_Description,Class_Component_Code,Class_Component,Day10_Enroll,Instruction_Mode_Code,Class_Subject,Instruction_Mode,Course_Topic_Description,Class_Acad_Org_Code,Class_Acad_Org,Class_Academic_Career_Code,Class_Academic_Career,Class_Academic_Group_Code,Class_Academic_Group,Enrollment_Cap,Room_Capacity_Request,Class_Type_Code,Class_Type_Descr,Course_Grading_Basis,Max_Credits,Min_Credits,Variable_Credits_Flag,Class_Campus_Code,Class_Campus,Class_Location,Building_Code,Room,Room_Type_Code,Room_Capacity,Class_Days,Class_Duration,Class_Start_Time,Class_End_Time,Class_Meeting_Start_Raw,Class_Meeting_End_Raw,CLASS_START_DATE,CLASS_END_DATE,Meeting_Pattern_Descr,Standard_Meeting_Pattern,Associated_Class,Number_of_PIs,Number_of_SIs,Number_of_TAs,Allow_Multi_Enroll_Flag,Equivalent_Course_ID,Equivalent_Course,Course_Fee_Flag,Allowable_FinAid_Credits,Course_Repeat_Limit,Autoenroll_Section_Key,Autoenroll_1,Autoenroll_2,CLASS_SID,CLASS_SESSION_CD,Course_ID,Course_Offer_SID,Course_Offer_Number,Class_Number,Course_Topic_ID,CLASS_SCHED_PRINT_INSTR,Course_SID,Class_Primary_Key,crosslist_dup,crosslist_id,Crosslisted_Enrollment_Cap,Crosslisted_Enrollment_Total,Crosslist_Combination_Type,crosslist_descr,CrossListed_Course_Flag
Class of Record,1243,Spring2024,2023,MCB,5240,001,Virology,Virology,LSA,Lecture - Stand Alone,12,P,Molecular and Cell Biology,In Person,,MOLCELLBIO,Molecular and Cell Biology,GRAD,Graduate,UCONN,University of Connecticut,15,15,E,Enrollment Section,Graded,3,3,,STORR,Storrs,STORRS,0252,301,CSRM,45,NYNYNYN,50,36600,39600,10:10:00 AM,11:00:00 AM,2024-01-16,2024-04-26,,,1,1,,1,N,,,N,3,1,1243_MCB_5240_001,,,248720527,1,002567,34026896,1,7814,0,Y,,1243+7814+MCB+5240+001,0,1243-0126,40,32,B,MCB 3246/5240 (001),C
Class of Record,1243,Spring2024,2023,MCB,6897,001,Research,Research,IND,Independent Study,1,AR,Molecular and Cell Biology,By Arrangement,,MOLCELLBIO,Molecular and Cell Biology,GRAD,Graduate,UCONN,University of Connecticut,5,5,E,Enrollment Section,Graded,6,1,Variable Credits,STORR,Storrs,STORRS,NRRSTOR,ARR,NRR,0,NNNNNNN,,,,,,2024-01-16,2024-04-26,,,1,1,,,Y,,,N,1,4,1243_MCB_6897_001,,,248721708,1,002594,34016972,1,7815,0,Y,,1243+7815+MCB+6897+001,,,,,,,
Class of Record,1243,Spring2024,2023,MCB,6897,004,Research,Research,IND,Independent Study,3,AR,Molecular and Cell Biology,By Arrangement,,MOLCELLBIO,Molecular and Cell Biology,GRAD,Graduate,UCONN,University of Connecticut,5,5,E,Enrollment Section,Graded,6,1,Variable Credits,STORR,Storrs,STORRS,NRRSTOR,ARR,NRR,0,NNNNNNN,,,,,,2024-01-16,2024-04-26,,,4,1,,,Y,,,N,1,4,1243_MCB_6897_004,,,248720533,1,002594,34016972,1,7818,0,Y,,1243+7818+MCB+6897+004,,,,,,,
Class of Record,1243,Spring2024,2023,MCB,6897,005,Research,Research,IND,Independent Study,2,AR,Molecular and Cell Biology,By Arrangement,,MOLCELLBIO,Molecular and Cell Biology,GRAD,Graduate,UCONN,University of Connecticut,5,5,E,Enrollment Section,Graded,6,1,Variable Credits,STORR,Storrs,STORRS,NRRSTOR,ARR,NRR,0,NNNNNNN,,,,,,2024-01-16,2024-04-26,,,5,1,,,Y,,,N,1,4,1243_MCB_6897_005,,,248721712,1,002594,34016972,1,7819,0,Y,,1243+7819+MCB+6897+005,,,,,,,
Class of Record,1243,Spring2024,2023,MCB,6897,006,Research,Research,IND,Independent Study,2,AR,Molecular and Cell Biology,By Arrangement,,MOLCELLBIO,Molecular and Cell Biology,GRAD,Graduate,UCONN,University of Connecticut,5,5,E,Enrollment Section,Graded,6,1,Variable Credits,STORR,Storrs,STORRS,NRRSTOR,ARR,NRR,0,NNNNNNN,,,,,,2024-01-16,2024-04-26,,,6,1,,,Y,,,N,1,4,1243_MCB_6897_006,,,248720535,1,002594,34016972,1,7820,0,Y,,1243+7820+MCB+6897+006,,,,,,,
Class of Record,1243,Spring2024,2023,MCB,6897,007,Research,Research,IND,Independent Study,4,AR,Molecular and Cell Biology,By Arrangement,,MOLCELLBIO,Molecular and Cell Biology,GRAD,Graduate,UCONN,University of Connecticut,5,5,E,Enrollment Section,Graded,6,1,Variable Credits,STORR,Storrs,STORRS,NRRSTOR,ARR,NRR,0,NNNNNNN,,,,,,2024-01-16,2024-04-26,,,7,1,,,Y,,,N,1,4,1243_MCB_6897_007,,,248721713,1,002594,34016972,1,7821,0,Y,,1243+7821+MCB+6897+007,,,,,,,
Class of Record,1243,Spring2024,2023,MCB,6897,009,Research,Research,IND,Independent Study,8,AR,Molecular and Cell Biology,By Arrangement,,MOLCELLBIO,Molecular and Cell Biology,GRAD,Graduate,UCONN,University of Connecticut,5,5,E,Enrollment Section,Graded,6,1,Variable Credits,STORR,Storrs,STORRS,NRRSTOR,ARR,NRR,0,NNNNNNN,,,,,,2024-01-16,2024-04-26,,,9,1,,,Y,,,N,1,4,1243_MCB_6897_009,,,248721714,1,002594,34016972,1,7823,0,Y,,1243+7823+MCB+6897+009,,,,,,,
Class of Record,1243,Spring2024,2023,MCB,6897,010,Research,Research,IND,Independent Study,2,AR,Molecular and Cell Biology,By Arrangement,,MOLCELLBIO,Molecular and Cell Biology,GRAD,Graduate,UCONN,University of Connecticut,5,5,E,Enrollment Section,Graded,6,1,Variable Credits,STORR,Storrs,STORRS,NRRSTOR,ARR,NRR,0,NNNNNNN,,,,,,2024-01-16,2024-04-26,,,10,1,,,Y,,,N,1,4,1243_MCB_6897_010,,,248720538,1,002594,34016972,1,7824,0,Y,,1243+7824+MCB+6897+010,,,,,,,
Class of Record,1243,Spring2024,2023,MCB,6897,012,Research,Research,IND,Independent Study,1,AR,Molecular and Cell Biology,By Arrangement,,MOLCELLBIO,Molecular and Cell Biology,GRAD,Graduate,UCONN,University of Connecticut,5,5,E,Enrollment Section,Graded,6,1,Variable Credits,STORR,Storrs,STORRS,NRRSTOR,ARR,NRR,0,NNNNNNN,,,,,,2024-01-16,2024-04-26,,,12,1,,,Y,,,N,1,4,1243_MCB_6897_012,,,248720540,1,002594,34016972,1,7826,0,Y,,1243+7826+MCB+6897+012,,,,,,,
Class of Record,1243,Spring2024,2023,MCB,6897,013,Research,Research,IND,Independent Study,3,AR,Molecular and Cell Biology,By Arrangement,,MOLCELLBIO,Molecular and Cell Biology,GRAD,Graduate,UCONN,University of Connecticut,5,5,E,Enrollment Section,Graded,6,1,Variable Credits,STORR,Storrs,STORRS,NRRSTOR,ARR,NRR,0,NNNNNNN,,,,,,2024-01-16,2024-04-26,,,13,1,,,Y,,,N,1,4,1243_MCB_6897_013,,,248721716,1,002594,34016972,1,7827,0,Y,,1243+7827+MCB+6897+013,,,,,,,
Class of Record,1243,Spring2024,2023,MCB,6897,015,Research,Research,IND,Independent Study,1,AR,Molecular and Cell Biology,By Arrangement,,MOLCELLBIO,Molecular and Cell Biology,GRAD,Graduate,UCONN,University of Connecticut,5,5,E,Enrollment Section,Graded,6,1,Variable Credits,STORR,Storrs,STORRS,NRRSTOR,ARR,NRR,0,NNNNNNN,,,,,,2024-01-16,2024-04-26,,,15,1,,,Y,,,N,1,4,1243_MCB_6897_015,,,248721718,1,002594,34016972,1,7829,0,Y,,1243+7829+MCB+6897+015,,,,,,,
Class of Record,1243,Spring2024,2023,MCB,6897,020,Research,Research,IND,Independent Study,1,AR,Molecular and Cell Biology,By Arrangement,,MOLCELLBIO,Molecular and Cell Biology,GRAD,Graduate,UCONN,University of Connecticut,5,5,E,Enrollment Section,Graded,6,1,Variable Credits,STORR,Storrs,STORRS,NRRSTOR,ARR,NRR,0,NNNNNNN,,,,,,2024-01-16,2024-04-26,,,20,1,,,Y,,,N,1,4,1243_MCB_6897_020,,,248728181,1,002594,34016972,1,7834,0,Y,,1243+7834+MCB+6897+020,,,,,,,
Class of Record,1243,Spring2024,2023,MCB,6897,023,Research,Research,IND,Independent Study,2,AR,Molecular and Cell Biology,By Arrangement,,MOLCELLBIO,Molecular and Cell Biology,GRAD,Graduate,UCONN,University of Connecticut,5,5,E,Enrollment Section,Graded,6,1,Variable Credits,STORR,Storrs,STORRS,NRRSTOR,ARR,NRR,0,NNNNNNN,,,,,,2024-01-16,2024-04-26,,,23,1,,,Y,,,N,1,4,1243_MCB_6897_023,,,248728183,1,002594,34016972,1,7836,0,Y,,1243+7836+MCB+6897+023,,,,,,,
Class of Record,1243,Spring2024,2023,MCB,6897,025,Research,Research,IND,Independent Study,6,AR,Molecular and Cell Biology,By Arrangement,,MOLCELLBIO,Molecular and Cell Biology,GRAD,Graduate,UCONN,University of Connecticut,5,5,E,Enrollment Section,Graded,6,1,Variable Credits,STORR,Storrs,STORRS,NRRSTOR,ARR,NRR,0,NNNNNNN,,,,,,2024-01-16,2024-04-26,,,25,1,,,Y,,,N,1,4,1243_MCB_6897_025,,,248728185,1,002594,34016972,1,7838,0,Y,,1243+7838+MCB+6897+025,,,,,,,
Class of Record,1243,Spring2024,2023,MCB,5884,001,MCB Research in Progress,MCB Research in Progress,SEM,Seminar,18,P,Molecular and Cell Biology,In Person,,MOLCELLBIO,Molecular and Cell Biology,GRAD,Graduate,UCONN,University of Connecticut,35,35,E,Enrollment Section,Satisfactory/Unsatisfactory,1,1,,STORR,Storrs,STORRS,0384,131,CSRM,148,NNNNNYN,50,44400,47400,12:20:00 PM,01:10:00 PM,2024-01-16,2024-04-26,,,1,1,,,N,,,N,1,3,1243_MCB_5884_001,,,248728196,1,010690,34021091,1,7846,0,Y,,1243+7846+MCB+5884+001,,,,,,,
Class of Record,1243,Spring2024,2023,MCB,5679,001,Microbial Physiology,Microbial Physiology,LSA,Lecture - Stand Alone,7,P,Molecular and Cell Biology,In Person,,MOLCELLBIO,Molecular and Cell Biology,GRAD,Graduate,UCONN,University of Connecticut,20,20,E,Enrollment Section,Graded,3,3,,STORR,Storrs,STORRS,0252,263,RSRC,24,NYNYNNN,75,32400,36900,09:00:00 AM,10:15:00 AM,2024-01-16,2024-04-26,,,1,1,,,N,,,N,3,1,1243_MCB_5679_001,,,248728143,1,010693,34026730,1,7847,0,Y,,1243+7847+MCB+5679+001,,,,,,,
Class of Record,1243,Spring2024,2023,MCB,5984,001,MCB Invited Seminar,MCB Invited Seminar,SEM,Seminar,8,P,Molecular and Cell Biology,In Person,Invited Speaker-14 weeks in se,MOLCELLBIO,Molecular and Cell Biology,GRAD,Graduate,UCONN,University of Connecticut,75,75,E,Enrollment Section,Satisfactory/Unsatisfactory,1,1,,STORR,Storrs,STORRS,0384,131,CSRM,148,NNYNNNN,90,55800,61200,03:30:00 PM,05:00:00 PM,2024-01-16,2024-04-26,,,1,,,,N,,,N,1,3,1243_MCB_5984_001,,,248728145,1,010700,34019164,1,7849,3,,34010712,1243+7849+MCB+5984+001,,,,,,,
Class of Record,1243,Spring2024,2023,MCB,5699,001,Seminar in Microbiology,Seminar in Microbiology,SEM,Seminar,6,P,Molecular and Cell Biology,In Person,,MOLCELLBIO,Molecular and Cell Biology,GRAD,Graduate,UCONN,University of Connecticut,20,20,E,Enrollment Section,Satisfactory/Unsatisfactory,1,1,,STORR,Storrs,STORRS,0384,201,CONF,21,NYNNNNN,120,57600,64800,04:00:00 PM,06:00:00 PM,2024-01-16,2024-04-26,,,1,1,,,N,,,N,1,12,1243_MCB_5699_001,,,248728199,1,010701,34017009,1,7850,0,Y,,1243+7850+MCB+5699+001,,,,,,,
Class of Record,1243,Spring2024,2023,MCB,5799,021,Independent Study,Independent Study,IND,Independent Study,1,AR,Molecular and Cell Biology,By Arrangement,,MOLCELLBIO,Molecular and Cell Biology,GRAD,Graduate,UCONN,University of Connecticut,5,5,E,Enrollment Section,Graded,1,1,,STORR,Storrs,STORRS,NRRSTOR,ARR,NRR,0,NNNNNNN,,,,,,2024-01-16,2024-04-26,,,21,1,,,Y,,,N,1,4,1243_MCB_5799_021,,,248728315,1,010702,34019141,1,7871,0,Y,,1243+7871+MCB+5799+021,,,,,,,
Multiple meeting time - remove,1243,Spring2024,2023,MCB,5895,001,Special Topics in MCB,Special Topics in Molecular and Cell Biology,SEM,Seminar,8,P,Molecular and Cell Biology,In Person,Protein Express and Purific,MOLCELLBIO,Molecular and Cell Biology,GRAD,Graduate,UCONN,University of Connecticut,10,10,E,Enrollment Section,Graded,4,1,Variable Credits,STORR,Storrs,STORRS,0384,201,CONF,21,NNNNNYN,180,0,0,Variable Meeting Time,Variable Meeting Time,2024-01-16,2024-04-26,,,1,1,,,Y,,,N,1,8,1243_MCB_5895_001,,,248728294,1,010703,34019217,1,7879,89,Y,34010704,1243+7879+MCB+5895+001,,,,,,,
Class of Record,1243,Spring2024,2023,MCB,5895,001,Special Topics in MCB,Special Topics in Molecular and Cell Biology,SEM,Seminar,8,P,Molecular and Cell Biology,In Person,Protein Express and Purific,MOLCELLBIO,Molecular and Cell Biology,GRAD,Graduate,UCONN,University of Connecticut,10,10,E,Enrollment Section,Graded,4,1,Variable Credits,STORR,Storrs,STORRS,0252,417,LAB,12,YNNNNNY,480,0,0,Variable Meeting Time,Variable Meeting Time,2024-01-16,2024-04-26,,,1,1,,,Y,,,N,1,8,1243_MCB_5895_001,,,248728294,1,010703,34019217,1,7879,89,Y,34010704,1243+7879+MCB+5895+001,,,,,,,
Class of Record,1243,Spring2024,2023,MCB,5484,001,Current Genetics and Genomics,Current Topics in Genetics and Genomics,LSA,Lecture - Stand Alone,9,P,Molecular and Cell Biology,In Person,,MOLCELLBIO,Molecular and Cell Biology,GRAD,Graduate,UCONN,University of Connecticut,20,20,E,Enrollment Section,Satisfactory/Unsatisfactory,1,1,,STORR,Storrs,STORRS,0503,304,CONF,12,NNNNYNN,75,45900,50400,12:45:00 PM,02:00:00 PM,2024-01-16,2024-04-26,,,1,1,,,N,,,N,1,6,1243_MCB_5484_001,,,248728296,1,010711,34026678,1,7882,0,Y,,1243+7882+MCB+5484+001,,,,,,,
Class of Record,1243,Spring2024,2023,MCB,3022W,001,Human Disease,Human Disease and the Development of Therapeutic Agents,LSA,Lecture - Stand Alone,19,P,Molecular and Cell Biology,In Person,,MOLCELLBIO,Molecular and Cell Biology,UGRD,Undergraduate,UCONN,University of Connecticut,19,19,E,Enrollment Section,Graded,3,3,,STORR,Storrs,STORRS,0252,301,CSRM,45,NYNYNNN,75,60000,64500,04:40:00 PM,05:55:00 PM,2024-01-16,2024-04-26,,,1,1,,,N,,,N,3,1,1243_MCB_3022W_001,,,248728394,1,012297,34026362,1,7883,0,Y,,1243+7883+MCB+3022W+001,,,,,,,
Class of Record,1243,Spring2024,2023,MCB,4896,005,Undergraduate Research,Undergraduate Research,RSC,Research,1,AR,Molecular and Cell Biology,By Arrangement,,MOLCELLBIO,Molecular and Cell Biology,UGRD,Undergraduate,UCONN,University of Connecticut,5,5,E,Enrollment Section,Graded,6,1,Variable Credits,STORR,Storrs,STORRS,NRRSTOR,ARR,NRR,0,NNNNNNN,,,,,,2024-01-16,2024-04-26,,,5,1,,,Y,,,Y,1,99,1243_MCB_4896_005,,,248728303,1,014110,34019927,1,7888,0,Y,,1243+7888+MCB+4896+005,,,,,,,
Class of Record,1243,Spring2024,2023,MCB,4896,006,Undergraduate Research,Undergraduate Research,RSC,Research,4,AR,Molecular and Cell Biology,By Arrangement,,MOLCELLBIO,Molecular and Cell Biology,UGRD,Undergraduate,UCONN,University of Connecticut,5,5,E,Enrollment Section,Graded,6,1,Variable Credits,STORR,Storrs,STORRS,NRRSTOR,ARR,NRR,0,NNNNNNN,,,,,,2024-01-16,2024-04-26,,,6,1,,,Y,,,Y,1,99,1243_MCB_4896_006,,,248728401,1,014110,34019927,1,7889,0,Y,,1243+7889+MCB+4896+006,,,,,,,
Class of Record,1243,Spring2024,2023,MCB,4896,007,Undergraduate Research,Undergraduate Research,RSC,Research,1,AR,Molecular and Cell Biology,By Arrangement,,MOLCELLBIO,Molecular and Cell Biology,UGRD,Undergraduate,UCONN,University of Connecticut,5,5,E,Enrollment Section,Graded,6,1,Variable Credits,STORR,Storrs,STORRS,NRRSTOR,ARR,NRR,0,NNNNNNN,,,,,,2024-01-16,2024-04-26,,,7,1,,,Y,,,Y,1,99,1243_MCB_4896_007,,,248728305,1,014110,34019927,1,7890,0,Y,,1243+7890+MCB+4896+007,,,,,,,
Class of Record,1243,Spring2024,2023,MCB,4896,012,Undergraduate Research,Undergraduate Research,RSC,Research,2,AR,Molecular and Cell Biology,By Arrangement,,MOLCELLBIO,Molecular and Cell Biology,UGRD,Undergraduate,UCONN,University of Connecticut,5,5,E,Enrollment Section,Graded,6,1,Variable Credits,STORR,Storrs,STORRS,NRRSTOR,ARR,NRR,0,NNNNNNN,,,,,,2024-01-16,2024-04-26,,,12,1,,,Y,,,Y,1,99,1243_MCB_4896_012,,,248728407,1,014110,34019927,1,7895,0,Y,,1243+7895+MCB+4896+012,,,,,,,
Class of Record,1243,Spring2024,2023,MCB,4896,013,Undergraduate Research,Undergraduate Research,RSC,Research,1,AR,Molecular and Cell Biology,By Arrangement,,MOLCELLBIO,Molecular and Cell Biology,UGRD,Undergraduate,UCONN,University of Connecticut,5,5,E,Enrollment Section,Graded,6,1,Variable Credits,STORR,Storrs,STORRS,NRRSTOR,ARR,NRR,0,NNNNNNN,,,,,,2024-01-16,2024-04-26,,,13,1,,,Y,,,Y,1,99,1243_MCB_4896_013,,,248728310,1,014110,34019927,1,7896,0,Y,,1243+7896+MCB+4896+013,,,,,,,
Class of Record,1243,Spring2024,2023,MCB,4896,015,Undergraduate Research,Undergraduate Research,RSC,Research,1,AR,Molecular and Cell Biology,By Arrangement,,MOLCELLBIO,Molecular and Cell Biology,UGRD,Undergraduate,UCONN,University of Connecticut,5,5,E,Enrollment Section,Graded,6,1,Variable Credits,STORR,Storrs,STORRS,NRRSTOR,ARR,NRR,0,NNNNNNN,,,,,,2024-01-16,2024-04-26,,,15,1,,,Y,,,Y,1,99,1243_MCB_4896_015,,,248728312,1,014110,34019927,1,7898,0,Y,,1243+7898+MCB+4896+015,,,,,,,
Class of Record,1243,Spring2024,2023,MCB,4896,017,Undergraduate Research,Undergraduate Research,RSC,Research,1,AR,Molecular and Cell Biology,By Arrangement,,MOLCELLBIO,Molecular and Cell Biology,UGRD,Undergraduate,UCONN,University of Connecticut,5,5,E,Enrollment Section,Graded,6,1,Variable Credits,STORR,Storrs,STORRS,NRRSTOR,ARR,NRR,0,NNNNNNN,,,,,,2024-01-16,2024-04-26,,,17,1,,,Y,,,Y,1,99,1243_MCB_4896_017,,,248728435,1,014110,34019927,1,7900,0,Y,,1243+7900+MCB+4896+017,,,,,,,
Class of Record,1243,Spring2024,2023,MCB,4896,019,Undergraduate Research,Undergraduate Research,RSC,Research,1,AR,Molecular and Cell Biology,By Arrangement,,MOLCELLBIO,Molecular and Cell Biology,UGRD,Undergraduate,UCONN,University of Connecticut,5,5,E,Enrollment Section,Graded,6,1,Variable Credits,STORR,Storrs,STORRS,NRRSTOR,ARR,NRR,0,NNNNNNN,,,,,,2024-01-16,2024-04-26,,,19,1,,,Y,,,Y,1,99,1243_MCB_4896_019,,,248728437,1,014110,34019927,1,7902,0,Y,,1243+7902+MCB+4896+019,,,,,,,
Class of Record,1243,Spring2024,2023,MCB,4896,022,Undergraduate Research,Undergraduate Research,RSC,Research,1,AR,Molecular and Cell Biology,By Arrangement,,MOLCELLBIO,Molecular and Cell Biology,UGRD,Undergraduate,UCONN,University of Connecticut,5,5,E,Enrollment Section,Graded,6,1,Variable Credits,STORR,Storrs,STORRS,NRRSTOR,ARR,NRR,0,NNNNNNN,,,,,,2024-01-16,2024-04-26,,,22,1,,,Y,,,Y,1,99,1243_MCB_4896_022,,,248728439,1,014110,34019927,1,7904,0,Y,,1243+7904+MCB+4896+022,,,,,,,
Class of Record,1243,Spring2024,2023,MCB,4896,023,Undergraduate Research,Undergraduate Research,RSC,Research,5,AR,Molecular and Cell Biology,By Arrangement,,MOLCELLBIO,Molecular and Cell Biology,UGRD,Undergraduate,UCONN,University of Connecticut,5,5,E,Enrollment Section,Graded,6,1,Variable Credits,STORR,Storrs,STORRS,NRRSTOR,ARR,NRR,0,NNNNNNN,,,,,,2024-01-16,2024-04-26,,,23,1,,,Y,,,Y,1,99,1243_MCB_4896_023,,,248728513,1,014110,34019927,1,7905,0,Y,,1243+7905+MCB+4896+023,,,,,,,
Class of Record,1243,Spring2024,2023,MCB,4896,025,Undergraduate Research,Undergraduate Research,RSC,Research,2,AR,Molecular and Cell Biology,By Arrangement,,MOLCELLBIO,Molecular and Cell Biology,UGRD,Undergraduate,UCONN,University of Connecticut,5,5,E,Enrollment Section,Graded,6,1,Variable Credits,STORR,Storrs,STORRS,NRRSTOR,ARR,NRR,0,NNNNNNN,,,,,,2024-01-16,2024-04-26,,,25,1,,,Y,,,Y,1,99,1243_MCB_4896_025,,,248728515,1,014110,34019927,1,7907,0,Y,,1243+7907+MCB+4896+025,,,,,,,
Class of Record,1243,Spring2024,2023,MCB,4896,030,Undergraduate Research,Undergraduate Research,RSC,Research,1,AR,Molecular and Cell Biology,By Arrangement,,MOLCELLBIO,Molecular and Cell Biology,UGRD,Undergraduate,UCONN,University of Connecticut,5,5,E,Enrollment Section,Graded,6,1,Variable Credits,STORR,Storrs,STORRS,NRRSTOR,ARR,NRR,0,NNNNNNN,,,,,,2024-01-16,2024-04-26,,,30,1,,,Y,,,Y,1,99,1243_MCB_4896_030,,,248728446,1,014110,34019927,1,7912,0,Y,,1243+7912+MCB+4896+030,,,,,,,
Class of Record,1243,Spring2024,2023,MCB,4896,032,Undergraduate Research,Undergraduate Research,RSC,Research,4,AR,Molecular and Cell Biology,By Arrangement,,MOLCELLBIO,Molecular and Cell Biology,UGRD,Undergraduate,UCONN,University of Connecticut,5,5,E,Enrollment Section,Graded,6,1,Variable Credits,STORR,Storrs,STORRS,NRRSTOR,ARR,NRR,0,NNNNNNN,,,,,,2024-01-16,2024-04-26,,,32,1,,,Y,,,Y,1,99,1243_MCB_4896_032,,,248728448,1,014110,34019927,1,7914,0,Y,,1243+7914+MCB+4896+032,,,,,,,
Class of Record,1243,Spring2024,2023,MCB,4996,001,Honors Undergraduate Research,Honors Undergraduate Research,RSC,Research,1,AR,Molecular and Cell Biology,By Arrangement,,MOLCELLBIO,Molecular and Cell Biology,UGRD,Undergraduate,UCONN,University of Connecticut,5,5,E,Enrollment Section,Honors Credit,6,1,Variable Credits,STORR,Storrs,STORRS,NRRSTOR,ARR,NRR,0,NNNNNNN,,,,,,2024-01-16,2024-04-26,,,1,1,,,Y,,,N,1,99,1243_MCB_4996_001,,,248728524,1,014111,34019672,1,7917,0,Y,,1243+7917+MCB+4996+001,,,,,,,
Class of Record,1243,Spring2024,2023,MCB,4996,004,Honors Undergraduate Research,Honors Undergraduate Research,RSC,Research,3,AR,Molecular and Cell Biology,By Arrangement,,MOLCELLBIO,Molecular and Cell Biology,UGRD,Undergraduate,UCONN,University of Connecticut,5,5,E,Enrollment Section,Honors Credit,6,1,Variable Credits,STORR,Storrs,STORRS,NRRSTOR,ARR,NRR,0,NNNNNNN,,,,,,2024-01-16,2024-04-26,,,4,1,,,Y,,,N,1,99,1243_MCB_4996_004,,,248728456,1,014111,34019672,1,7920,0,Y,,1243+7920+MCB+4996+004,,,,,,,
Class of Record,1243,Spring2024,2023,MCB,4996,005,Honors Undergraduate Research,Honors Undergraduate Research,RSC,Research,2,AR,Molecular and Cell Biology,By Arrangement,,MOLCELLBIO,Molecular and Cell Biology,UGRD,Undergraduate,UCONN,University of Connecticut,5,5,E,Enrollment Section,Honors Credit,6,1,Variable Credits,STORR,Storrs,STORRS,NRRSTOR,ARR,NRR,0,NNNNNNN,,,,,,2024-01-16,2024-04-26,,,5,1,,,Y,,,N,1,99,1243_MCB_4996_005,,,248728527,1,014111,34019672,1,7921,0,Y,,1243+7921+MCB+4996+005,,,,,,,
Class of Record,1243,Spring2024,2023,MCB,4996,006,Honors Undergraduate Research,Honors Undergraduate Research,RSC,Research,3,AR,Molecular and Cell Biology,By Arrangement,,MOLCELLBIO,Molecular and Cell Biology,UGRD,Undergraduate,UCONN,University of Connecticut,5,5,E,Enrollment Section,Honors Credit,6,1,Variable Credits,STORR,Storrs,STORRS,NRRSTOR,ARR,NRR,0,NNNNNNN,,,,,,2024-01-16,2024-04-26,,,6,1,,,Y,,,N,1,99,1243_MCB_4996_006,,,248728612,1,014111,34019672,1,7922,0,Y,,1243+7922+MCB+4996+006,,,,,,,
Class of Record,1243,Spring2024,2023,MCB,4996,007,Honors Undergraduate Research,Honors Undergraduate Research,RSC,Research,2,AR,Molecular and Cell Biology,By Arrangement,,MOLCELLBIO,Molecular and Cell Biology,UGRD,Undergraduate,UCONN,University of Connecticut,5,5,E,Enrollment Section,Honors Credit,6,1,Variable Credits,STORR,Storrs,STORRS,NRRSTOR,ARR,NRR,0,NNNNNNN,,,,,,2024-01-16,2024-04-26,,,7,1,,,Y,,,N,1,99,1243_MCB_4996_007,,,248728574,1,014111,34019672,1,7923,0,Y,,1243+7923+MCB+4996+007,,,,,,,
Class of Record,1243,Spring2024,2023,MCB,4996,008,Honors Undergraduate Research,Honors Undergraduate Research,RSC,Research,1,AR,Molecular and Cell Biology,By Arrangement,,MOLCELLBIO,Molecular and Cell Biology,UGRD,Undergraduate,UCONN,University of Connecticut,5,5,E,Enrollment Section,Honors Credit,6,1,Variable Credits,STORR,Storrs,STORRS,NRRSTOR,ARR,NRR,0,NNNNNNN,,,,,,2024-01-16,2024-04-26,,,8,1,,,Y,,,N,1,99,1243_MCB_4996_008,,,248728614,1,014111,34019672,1,7924,0,Y,,1243+7924+MCB+4996+008,,,,,,,
Class of Record,1243,Spring2024,2023,MCB,4996,010,Honors Undergraduate Research,Honors Undergraduate Research,RSC,Research,5,AR,Molecular and Cell Biology,By Arrangement,,MOLCELLBIO,Molecular and Cell Biology,UGRD,Undergraduate,UCONN,University of Connecticut,5,5,E,Enrollment Section,Honors Credit,6,1,Variable Credits,STORR,Storrs,STORRS,NRRSTOR,ARR,NRR,0,NNNNNNN,,,,,,2024-01-16,2024-04-26,,,10,1,,,Y,,,N,1,99,1243_MCB_4996_010,,,248728615,1,014111,34019672,1,7926,0,Y,,1243+7926+MCB+4996+010,,,,,,,
Class of Record,1243,Spring2024,2023,MCB,4996,011,Honors Undergraduate Research,Honors Undergraduate Research,RSC,Research,1,AR,Molecular and Cell Biology,By Arrangement,,MOLCELLBIO,Molecular and Cell Biology,UGRD,Undergraduate,UCONN,University of Connecticut,5,5,E,Enrollment Section,Honors Credit,6,1,Variable Credits,STORR,Storrs,STORRS,NRRSTOR,ARR,NRR,0,NNNNNNN,,,,,,2024-01-16,2024-04-26,,,11,1,,,Y,,,N,1,99,1243_MCB_4996_011,,,248728579,1,014111,34019672,1,7927,0,Y,,1243+7927+MCB+4996+011,,,,,,,
